organismName	taxId	checkmSpeciesTaxId	accession	completeness	gcPercent	superkingdom	phylum	class	order	family	genus	species
Candidatus Kuenenia stuttgartiensis	174633		GCA_945902875.1		68.0	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380738 [genus] Candidatus Kuenenia	174633 [species] Candidatus Kuenenia stuttgartiensis
Candidatus Kuenenia stuttgartiensis	174633		GCA_945904015.1		60.0	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380738 [genus] Candidatus Kuenenia	174633 [species] Candidatus Kuenenia stuttgartiensis
Candidatus Kuenenia stuttgartiensis	174633		GCA_945906725.1		59.5	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380738 [genus] Candidatus Kuenenia	174633 [species] Candidatus Kuenenia stuttgartiensis
Candidatus Kuenenia stuttgartiensis	174633		GCA_945907025.1		58.5	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380738 [genus] Candidatus Kuenenia	174633 [species] Candidatus Kuenenia stuttgartiensis
Candidatus Kuenenia stuttgartiensis	174633		GCA_945907145.1		43.5	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380738 [genus] Candidatus Kuenenia	174633 [species] Candidatus Kuenenia stuttgartiensis
Candidatus Kuenenia stuttgartiensis	174633		GCA_945947655.1		63.0	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380738 [genus] Candidatus Kuenenia	174633 [species] Candidatus Kuenenia stuttgartiensis
Candidatus Kuenenia stuttgartiensis	174633		GCA_945949195.1		52.0	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380738 [genus] Candidatus Kuenenia	174633 [species] Candidatus Kuenenia stuttgartiensis
Candidatus Kuenenia stuttgartiensis	174633		GCA_945949615.1		58.5	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380738 [genus] Candidatus Kuenenia	174633 [species] Candidatus Kuenenia stuttgartiensis
uncultured Candidatus Brocadia sp.	397282		GCA_949281235.1		43.5	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380240 [genus] Candidatus Brocadia	397282 [species] uncultured Candidatus Brocadia sp.
uncultured Candidatus Brocadia sp.	397282		GCA_949281315.1		42.5	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380240 [genus] Candidatus Brocadia	397282 [species] uncultured Candidatus Brocadia sp.
uncultured Candidatus Brocadia sp.	397282		GCA_949281365.1		45.0	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380240 [genus] Candidatus Brocadia	397282 [species] uncultured Candidatus Brocadia sp.
Candidatus Brocadiaceae bacterium	2094028		GCA_963726505.1		70.0	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	NA	2094028 [species] Candidatus Brocadiaceae bacterium
Candidatus Brocadiia bacterium	2517210		GCA_963761095.1		67.0	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	NA	NA	NA	2517210 [species] Candidatus Brocadiia bacterium
Candidatus Brocadiaceae bacterium	2094028		GCA_963776885.1		69.0	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	NA	2094028 [species] Candidatus Brocadiaceae bacterium
Candidatus Brocadiaceae bacterium	2094028		GCA_963805825.1		69.0	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	NA	2094028 [species] Candidatus Brocadiaceae bacterium
uncultured Candidatus Scalindua sp.	592975		GCA_964194795.1		59.0	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	2897346 [family] Candidatus Scalinduaceae	236756 [genus] Candidatus Scalindua	592975 [species] uncultured Candidatus Scalindua sp.
uncultured Candidatus Scalindua sp.	592975		GCA_964344685.1		39.5	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	2897346 [family] Candidatus Scalinduaceae	236756 [genus] Candidatus Scalindua	592975 [species] uncultured Candidatus Scalindua sp.
uncultured candidatus Brocadiaceae bacterium	1735459		GCA_964346565.1		68.0	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	NA	1735459 [species] uncultured candidatus Brocadiaceae bacterium
uncultured Candidatus Kuenenia sp.	1048336		GCA_964353815.1		68.0	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380738 [genus] Candidatus Kuenenia	1048336 [species] uncultured Candidatus Kuenenia sp.
uncultured candidatus Brocadiaceae bacterium	1735459		GCA_964355695.1		46.5	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	NA	1735459 [species] uncultured candidatus Brocadiaceae bacterium
uncultured candidatus Brocadiaceae bacterium	1735459		GCA_964365925.1		45.0	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	NA	1735459 [species] uncultured candidatus Brocadiaceae bacterium
uncultured candidatus Brocadiaceae bacterium	1735459		GCA_964367165.1		47.5	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	NA	1735459 [species] uncultured candidatus Brocadiaceae bacterium
uncultured candidatus Brocadiaceae bacterium	1735459		GCA_964370795.1		43.0	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	NA	1735459 [species] uncultured candidatus Brocadiaceae bacterium
uncultured candidatus Brocadiaceae bacterium	1735459		GCA_964372185.1		47.0	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	NA	1735459 [species] uncultured candidatus Brocadiaceae bacterium
uncultured candidatus Brocadiaceae bacterium	1735459		GCA_964384475.1		68.0	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	NA	1735459 [species] uncultured candidatus Brocadiaceae bacterium
uncultured candidatus Brocadiaceae bacterium	1735459		GCA_964390035.1		69.5	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	NA	1735459 [species] uncultured candidatus Brocadiaceae bacterium
uncultured candidatus Brocadiaceae bacterium	1735459		GCA_964392305.1		69.0	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	NA	1735459 [species] uncultured candidatus Brocadiaceae bacterium
uncultured candidatus Brocadiaceae bacterium	1735459		GCA_964392555.1		71.5	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	NA	1735459 [species] uncultured candidatus Brocadiaceae bacterium
uncultured Candidatus Kuenenia sp.	1048336		GCA_964394595.1		44.0	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380738 [genus] Candidatus Kuenenia	1048336 [species] uncultured Candidatus Kuenenia sp.
uncultured Candidatus Kuenenia sp.	1048336		GCA_964403995.1		68.0	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380738 [genus] Candidatus Kuenenia	1048336 [species] uncultured Candidatus Kuenenia sp.
uncultured candidatus Brocadiaceae bacterium	1735459		GCA_964405325.1		61.5	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	NA	1735459 [species] uncultured candidatus Brocadiaceae bacterium
uncultured candidatus Brocadiaceae bacterium	1735459		GCA_964412605.1		70.5	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	NA	1735459 [species] uncultured candidatus Brocadiaceae bacterium
uncultured candidatus Brocadiaceae bacterium	1735459		GCA_964415495.1		63.0	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	NA	1735459 [species] uncultured candidatus Brocadiaceae bacterium
uncultured Candidatus Kuenenia sp.	1048336		GCA_964417705.1		67.5	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380738 [genus] Candidatus Kuenenia	1048336 [species] uncultured Candidatus Kuenenia sp.
uncultured candidatus Brocadiaceae bacterium	1735459		GCA_964418595.1		71.0	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	NA	1735459 [species] uncultured candidatus Brocadiaceae bacterium
uncultured candidatus Brocadiaceae bacterium	1735459		GCA_964421565.1		65.0	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	NA	1735459 [species] uncultured candidatus Brocadiaceae bacterium
uncultured Candidatus Kuenenia sp.	1048336		GCA_964425395.1		71.0	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380738 [genus] Candidatus Kuenenia	1048336 [species] uncultured Candidatus Kuenenia sp.
uncultured Candidatus Kuenenia sp.	1048336		GCA_964432895.1		65.5	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380738 [genus] Candidatus Kuenenia	1048336 [species] uncultured Candidatus Kuenenia sp.
uncultured candidatus Brocadiaceae bacterium	1735459		GCA_964434535.1		71.5	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	NA	1735459 [species] uncultured candidatus Brocadiaceae bacterium
uncultured Candidatus Scalindua sp.	592975		GCA_964437425.1		40.0	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	2897346 [family] Candidatus Scalinduaceae	236756 [genus] Candidatus Scalindua	592975 [species] uncultured Candidatus Scalindua sp.
uncultured Candidatus Scalindua sp.	592975		GCA_964438395.1		40.0	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	2897346 [family] Candidatus Scalinduaceae	236756 [genus] Candidatus Scalindua	592975 [species] uncultured Candidatus Scalindua sp.
uncultured candidatus Brocadiaceae bacterium	1735459		GCA_964442595.1		65.0	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	NA	1735459 [species] uncultured candidatus Brocadiaceae bacterium
uncultured candidatus Brocadiaceae bacterium	1735459		GCA_964448935.1		65.5	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	NA	1735459 [species] uncultured candidatus Brocadiaceae bacterium
uncultured Candidatus Kuenenia sp.	1048336		GCA_964453165.1		68.0	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380738 [genus] Candidatus Kuenenia	1048336 [species] uncultured Candidatus Kuenenia sp.
uncultured candidatus Brocadiaceae bacterium	1735459		GCA_964463415.1		41.5	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	NA	1735459 [species] uncultured candidatus Brocadiaceae bacterium
uncultured candidatus Brocadiaceae bacterium	1735459		GCA_964469555.1		63.5	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	NA	1735459 [species] uncultured candidatus Brocadiaceae bacterium
uncultured candidatus Brocadiaceae bacterium	1735459		GCA_964473085.1		65.5	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	NA	1735459 [species] uncultured candidatus Brocadiaceae bacterium
uncultured Candidatus Kuenenia sp.	1048336		GCA_964477765.1		66.0	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380738 [genus] Candidatus Kuenenia	1048336 [species] uncultured Candidatus Kuenenia sp.
uncultured Candidatus Kuenenia sp.	1048336		GCA_964478275.1		64.5	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380738 [genus] Candidatus Kuenenia	1048336 [species] uncultured Candidatus Kuenenia sp.
uncultured candidatus Brocadiaceae bacterium	1735459		GCA_964483245.1		70.0	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	NA	1735459 [species] uncultured candidatus Brocadiaceae bacterium
uncultured Candidatus Brocadia sp.	397282		GCA_964490485.1		43.5	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380240 [genus] Candidatus Brocadia	397282 [species] uncultured Candidatus Brocadia sp.
uncultured Candidatus Kuenenia sp.	1048336		GCA_964498325.1		64.0	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380738 [genus] Candidatus Kuenenia	1048336 [species] uncultured Candidatus Kuenenia sp.
uncultured Candidatus Kuenenia sp.	1048336		GCA_964499995.1		48.0	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380738 [genus] Candidatus Kuenenia	1048336 [species] uncultured Candidatus Kuenenia sp.
uncultured Candidatus Kuenenia sp.	1048336		GCA_964508125.1		68.5	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380738 [genus] Candidatus Kuenenia	1048336 [species] uncultured Candidatus Kuenenia sp.
uncultured candidatus Brocadiaceae bacterium	1735459		GCA_964510315.1		66.0	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	NA	1735459 [species] uncultured candidatus Brocadiaceae bacterium
uncultured candidatus Brocadiaceae bacterium	1735459		GCA_964521715.1		67.5	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	NA	1735459 [species] uncultured candidatus Brocadiaceae bacterium
uncultured candidatus Brocadiaceae bacterium	1735459		GCA_964527935.1		41.0	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	NA	1735459 [species] uncultured candidatus Brocadiaceae bacterium
uncultured candidatus Brocadiaceae bacterium	1735459		GCA_964534775.1		65.0	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	NA	1735459 [species] uncultured candidatus Brocadiaceae bacterium
uncultured candidatus Brocadiaceae bacterium	1735459		GCA_964538915.1		69.5	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	NA	1735459 [species] uncultured candidatus Brocadiaceae bacterium
uncultured Candidatus Kuenenia sp.	1048336		GCA_964542055.1		41.5	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380738 [genus] Candidatus Kuenenia	1048336 [species] uncultured Candidatus Kuenenia sp.
uncultured candidatus Brocadiaceae bacterium	1735459		GCA_964542765.1		60.0	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	NA	1735459 [species] uncultured candidatus Brocadiaceae bacterium
uncultured candidatus Brocadiaceae bacterium	1735459		GCA_964543795.1		71.5	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	NA	1735459 [species] uncultured candidatus Brocadiaceae bacterium
uncultured Candidatus Kuenenia sp.	1048336		GCA_964545915.1		70.0	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380738 [genus] Candidatus Kuenenia	1048336 [species] uncultured Candidatus Kuenenia sp.
uncultured candidatus Brocadiaceae bacterium	1735459		GCA_964550605.1		65.0	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	NA	1735459 [species] uncultured candidatus Brocadiaceae bacterium
uncultured Candidatus Kuenenia sp.	1048336		GCA_964556995.1		70.5	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380738 [genus] Candidatus Kuenenia	1048336 [species] uncultured Candidatus Kuenenia sp.
uncultured candidatus Brocadiaceae bacterium	1735459		GCA_964565715.1		72.0	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	NA	1735459 [species] uncultured candidatus Brocadiaceae bacterium
uncultured candidatus Brocadiaceae bacterium	1735459		GCA_964566995.1		44.0	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	NA	1735459 [species] uncultured candidatus Brocadiaceae bacterium
uncultured candidatus Brocadiaceae bacterium	1735459		GCA_964572825.1		65.5	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	NA	1735459 [species] uncultured candidatus Brocadiaceae bacterium
uncultured Candidatus Kuenenia sp.	1048336		GCA_964578555.1		65.5	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380738 [genus] Candidatus Kuenenia	1048336 [species] uncultured Candidatus Kuenenia sp.
uncultured Candidatus Kuenenia sp.	1048336		GCA_964581055.1		66.5	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380738 [genus] Candidatus Kuenenia	1048336 [species] uncultured Candidatus Kuenenia sp.
uncultured Candidatus Scalindua sp.	592975		GCA_964584595.1		39.5	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	2897346 [family] Candidatus Scalinduaceae	236756 [genus] Candidatus Scalindua	592975 [species] uncultured Candidatus Scalindua sp.
uncultured candidatus Brocadiaceae bacterium	1735459		GCA_964589115.1		39.5	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	NA	1735459 [species] uncultured candidatus Brocadiaceae bacterium
uncultured candidatus Brocadiaceae bacterium	1735459		GCA_964592385.1		68.0	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	NA	1735459 [species] uncultured candidatus Brocadiaceae bacterium
uncultured candidatus Brocadiaceae bacterium	1735459		GCA_964605915.1		66.0	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	NA	1735459 [species] uncultured candidatus Brocadiaceae bacterium
uncultured candidatus Brocadiaceae bacterium	1735459		GCA_964607495.1		70.0	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	NA	1735459 [species] uncultured candidatus Brocadiaceae bacterium
uncultured candidatus Brocadiaceae bacterium	1735459		GCA_964612995.1		68.0	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	NA	1735459 [species] uncultured candidatus Brocadiaceae bacterium
uncultured candidatus Brocadiaceae bacterium	1735459		GCA_964615255.1		71.5	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	NA	1735459 [species] uncultured candidatus Brocadiaceae bacterium
uncultured Candidatus Kuenenia sp.	1048336		GCA_964629985.1		68.0	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380738 [genus] Candidatus Kuenenia	1048336 [species] uncultured Candidatus Kuenenia sp.
uncultured Candidatus Kuenenia sp.	1048336		GCA_964634775.1		67.5	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380738 [genus] Candidatus Kuenenia	1048336 [species] uncultured Candidatus Kuenenia sp.
uncultured candidatus Brocadiaceae bacterium	1735459		GCA_964639345.1		65.5	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	NA	1735459 [species] uncultured candidatus Brocadiaceae bacterium
uncultured Candidatus Kuenenia sp.	1048336		GCA_964640405.1		69.0	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380738 [genus] Candidatus Kuenenia	1048336 [species] uncultured Candidatus Kuenenia sp.
uncultured candidatus Brocadiaceae bacterium	1735459		GCA_964643735.1		68.5	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	NA	1735459 [species] uncultured candidatus Brocadiaceae bacterium
uncultured candidatus Brocadiaceae bacterium	1735459		GCA_964644705.1		55.0	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	NA	1735459 [species] uncultured candidatus Brocadiaceae bacterium
uncultured Candidatus Kuenenia sp.	1048336		GCA_964646215.1		45.0	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380738 [genus] Candidatus Kuenenia	1048336 [species] uncultured Candidatus Kuenenia sp.
uncultured candidatus Brocadiaceae bacterium	1735459		GCA_964652775.1		59.5	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	NA	1735459 [species] uncultured candidatus Brocadiaceae bacterium
uncultured Candidatus Kuenenia sp.	1048336		GCA_964654035.1		73.0	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380738 [genus] Candidatus Kuenenia	1048336 [species] uncultured Candidatus Kuenenia sp.
uncultured Candidatus Kuenenia sp.	1048336		GCA_964654285.1		68.0	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380738 [genus] Candidatus Kuenenia	1048336 [species] uncultured Candidatus Kuenenia sp.
uncultured Candidatus Kuenenia sp.	1048336		GCA_964654685.1		69.5	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380738 [genus] Candidatus Kuenenia	1048336 [species] uncultured Candidatus Kuenenia sp.
uncultured candidatus Brocadiaceae bacterium	1735459		GCA_964655775.1		65.0	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	NA	1735459 [species] uncultured candidatus Brocadiaceae bacterium
Candidatus Scalinduaceae bacterium	3015208		GCA_965222815.1		40.0	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	2897346 [family] Candidatus Scalinduaceae	NA	3015208 [species] Candidatus Scalinduaceae bacterium
Candidatus Jettenia caeni	247490		GCF_000296795.1			NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	360731 [genus] Candidatus Jettenia	247490 [species] Candidatus Jettenia caeni
