genome_name,contig_size,p_gene_nr,p_gene_length_sum,n_gene_nr,n_gene_length_sum,p_U_overlap_nr,p_U_overlap_length_sum,n_U_overlap_nr,n_U_overlap_length_sum,p_gap_length_sum,n_gap_length_sum,C_overlap_nr,D_overlap_nr,C_lengt_sum,D_lengt_sum
GCA_000987375.1,1683,2,1474,0,0,0,0,0,0,40,0,0,0,0,0
GCA_000987375.1,11989,8,9997,2,610,1,-3,0,0,527,8298,0,0,0,0
GCA_000987375.1,12060,8,7933,2,2782,0,0,0,0,3877,72,0,0,0,0
GCA_000987375.1,4069,5,3220,0,0,0,0,0,0,546,0,0,0,0,0
GCA_000987375.1,13024,7,9377,2,1399,0,0,0,0,738,10518,0,0,0,0
GCA_000987375.1,7459,2,1198,5,4855,0,0,1,-3,5829,397,0,0,0,0
GCA_000987375.1,8713,4,824,5,6016,0,0,1,-7,7300,933,0,0,0,0
GCA_000987375.1,21790,4,2456,19,14942,1,-45,1,-25,17730,5455,0,0,0,0
GCA_000987375.1,11798,3,2943,8,6478,0,0,1,-24,5573,2131,0,0,0,0
GCA_000987375.1,6189,4,3803,2,1741,0,0,1,-19,2265,-19,0,0,0,0
GCA_000987375.1,6812,0,0,7,5390,0,0,2,-6,0,741,0,0,0,0
GCA_000987375.1,16311,4,3578,11,10136,0,0,1,-30,6453,6008,0,0,0,0
GCA_000987375.1,2577,1,1742,2,415,0,0,1,-3,0,-3,0,0,0,0
GCA_000987375.1,1291,1,407,1,86,0,0,0,0,0,0,0,0,0,0
GCA_000987375.1,1693,1,635,2,571,0,0,0,0,0,13,0,0,0,0
GCA_000987375.1,1676,0,0,3,1186,0,0,0,0,0,368,0,0,0,0
GCA_000987375.1,10360,0,0,8,8493,0,0,0,0,0,1713,0,0,0,0
GCA_000987375.1,4187,1,119,1,3602,0,0,0,0,0,0,0,0,0,0
GCA_000987375.1,5208,7,3302,3,950,0,0,0,0,414,4161,0,0,0,0
GCA_000987375.1,1643,0,0,2,904,0,0,0,0,0,62,0,0,0,0
GCA_000987375.1,12463,2,982,15,8934,0,0,4,-42,11031,1655,0,0,0,0
GCA_000987375.1,1328,0,0,3,780,0,0,0,0,0,170,0,0,0,0
GCA_000987375.1,2374,1,1907,0,0,0,0,0,0,0,0,0,0,0,0
GCA_000987375.1,14644,9,10053,3,1884,1,-45,0,0,3110,7234,0,0,0,0
GCA_000987375.1,4288,5,2594,0,0,0,0,0,0,1693,0,0,0,0,0
GCA_000987375.1,5080,3,3003,2,880,0,0,1,-16,272,-16,0,0,0,0
GCA_000987375.1,1002,0,0,1,1001,0,0,0,0,0,0,0,0,0,0
GCA_000987375.1,3698,0,0,3,2640,0,0,1,0,0,22,0,0,0,0
GCA_000987375.1,3357,2,1300,4,1302,1,-39,0,0,-39,474,0,0,0,0
GCA_000987375.1,2090,2,1422,1,176,0,0,0,0,176,0,0,0,0,0
GCA_000987375.1,9572,3,3330,5,4003,0,0,0,0,4433,5008,0,0,0,0
GCA_000987375.1,1640,1,133,1,1332,0,0,0,0,0,0,0,0,0,0
GCA_000987375.1,9102,1,1931,9,5157,0,0,2,-3,0,3667,0,0,0,0
GCA_000987375.1,15472,9,6732,8,4861,1,0,0,0,6484,3145,0,0,0,0
GCA_000987375.1,14956,6,6090,5,6367,1,-3,0,0,5269,8283,0,0,0,0
GCA_000987375.1,4868,0,0,5,4375,0,0,1,-3,0,332,0,0,0,0
GCA_000987375.1,6197,6,4446,1,854,2,0,0,0,144,0,0,0,0,0
GCA_000987375.1,7142,8,6491,0,0,2,-37,0,0,650,0,0,0,0,0
GCA_000987375.1,4601,7,3677,0,0,1,-28,0,0,518,0,0,0,0,0
GCA_000987375.1,4494,3,1818,0,0,0,0,0,0,1432,0,0,0,0,0
GCA_000987375.1,3525,1,638,2,2345,0,0,0,0,0,64,0,0,0,0
GCA_000987375.1,1709,1,1142,1,139,0,0,0,0,0,0,0,0,0,0
GCA_000987375.1,11231,8,9694,2,681,2,-24,0,0,703,7513,0,0,0,0
GCA_000987375.1,2255,2,1327,0,0,1,-19,0,0,-19,0,0,0,0,0
GCA_000987375.1,1610,0,0,1,1101,0,0,0,0,0,0,0,0,0,0
GCA_000987375.1,9602,9,7653,0,0,0,0,0,0,1522,0,0,0,0,0
GCA_000987375.1,3177,6,2409,1,388,1,-36,0,0,145,0,0,0,0,0
GCA_000987375.1,10162,3,2280,6,5832,0,0,2,-104,501,4166,0,0,0,0
GCA_000987375.1,1621,3,1318,0,0,1,-3,0,0,204,0,0,0,0,0
GCA_000987375.1,11208,4,4577,4,5567,2,-6,0,0,112,277,0,0,0,0
GCA_000987375.1,2389,0,0,2,1765,0,0,0,0,0,185,0,0,0,0
GCA_000987375.1,3992,4,2531,1,713,0,0,0,0,1053,0,0,0,0,0
GCA_000987375.1,8301,4,3800,4,3008,0,0,0,0,661,261,0,0,0,0
GCA_000987375.1,16815,7,7901,9,6369,0,0,0,0,5869,6954,0,0,0,0
GCA_000987375.1,1765,1,272,2,529,0,0,0,0,0,15,0,0,0,0
GCA_000987375.1,8793,6,4644,3,2484,1,-3,1,-54,3903,920,0,0,0,0
GCA_000987375.1,1615,0,0,1,1272,0,0,0,0,0,0,0,0,0,0
GCA_000987375.1,8530,5,2799,5,3247,0,0,0,0,3174,4016,0,0,0,0
GCA_000987375.1,11245,9,10245,0,0,3,-63,0,0,413,0,0,0,0,0
GCA_000987375.1,13044,2,1786,10,9005,0,0,2,-26,122,2903,0,0,0,0
GCA_000987375.1,1860,0,0,1,1478,0,0,0,0,0,0,0,0,0,0
GCA_000987375.1,4927,0,0,5,3910,0,0,0,0,0,318,0,0,0,0
GCA_000987375.1,39401,6,7515,25,25868,0,0,6,-53,12809,10925,0,0,0,0
GCA_000987375.1,25477,10,9140,12,11643,1,-3,2,0,10172,8032,0,1,0,63
GCA_000987375.1,4236,4,2309,1,350,0,0,0,0,826,0,0,0,0,0
GCA_000987375.1,52939,19,18905,32,27237,2,-64,4,-22,33651,15160,0,0,0,0
GCA_000987375.1,7449,3,3273,4,2972,0,0,0,0,1160,2417,0,0,0,0
GCA_000987375.1,1181,2,904,0,0,0,0,0,0,137,0,0,0,0,0
GCA_000987375.1,5642,4,3005,2,1516,3,-87,0,0,-87,3759,0,0,0,0
GCA_000987375.1,1265,2,1024,0,0,0,0,0,0,39,0,0,0,0,0
GCA_000987375.1,4004,2,1990,2,907,0,0,0,0,241,83,0,0,0,0
GCA_000987375.1,13758,0,0,10,12183,0,0,0,0,0,1377,0,0,0,0
GCA_000987375.1,15723,6,4509,6,7728,0,0,0,0,3174,5175,0,0,0,0
GCA_000987375.1,1662,2,1646,0,0,0,0,0,0,15,0,0,0,0,0
GCA_000987375.1,10124,7,9505,0,0,1,-27,0,0,337,0,0,0,0,0
GCA_000987375.1,14389,8,5566,5,6355,1,-36,0,0,2019,3838,0,0,0,0
GCA_000987375.1,2131,3,1388,0,0,0,0,0,0,425,0,0,0,0,0
GCA_000987375.1,11143,8,10060,1,392,2,-6,0,0,218,0,0,0,0,0
GCA_000987375.1,8004,4,2266,3,4521,0,0,0,0,5637,245,0,0,0,0
GCA_000987375.1,14117,13,10469,5,2085,2,-6,2,-19,2508,11208,0,0,0,0
GCA_000987375.1,16709,0,0,11,13558,0,0,2,-55,0,2241,0,0,0,0
GCA_000987375.1,28856,15,10956,14,13567,5,-69,4,-60,17294,2881,0,0,0,0
GCA_000987375.1,17438,16,12419,1,1436,2,-6,0,0,2229,0,0,0,0,0
GCA_000987375.1,4746,0,0,3,4479,0,0,0,0,0,72,0,0,0,0
GCA_000987375.1,3565,3,2604,0,0,0,0,0,0,156,0,0,0,0,0
GCA_000987375.1,15627,21,12351,0,0,5,-22,0,0,2469,0,0,0,0,0
GCA_000987375.1,18294,7,6067,8,9907,0,0,1,-3,11974,3427,0,0,0,0
GCA_000987375.1,1428,2,1372,0,0,1,-3,0,0,-3,0,0,0,0,0
GCA_000987375.1,4161,5,1345,1,1556,1,-3,0,0,631,0,0,0,0,0
GCA_000987375.1,1457,1,1010,0,0,0,0,0,0,0,0,0,0,0,0
GCA_000987375.1,4310,1,2912,1,269,0,0,0,0,0,0,0,0,0,0
GCA_000987375.1,5019,2,1795,2,2050,0,0,0,0,559,40,0,0,0,0
GCA_000987375.1,26884,13,11174,17,12571,2,-37,1,-3,11064,10200,0,0,0,0
GCA_000987375.1,11486,12,9054,0,0,1,-3,0,0,2063,0,0,0,0,0
GCA_000987375.1,23375,10,8288,13,10436,1,-3,1,-3,9587,12557,0,0,0,0
GCA_000987375.1,12417,2,1753,11,8101,0,0,0,0,179,3507,0,0,0,0
GCA_000987375.1,9883,5,4141,3,3873,0,0,0,0,5149,2894,0,0,0,0
GCA_000987375.1,71904,43,35071,34,26726,3,-40,4,-28,36384,41164,0,0,0,0
GCA_000987375.1,25208,29,18925,5,2800,5,-84,0,0,4460,9637,0,0,0,0
GCA_000987375.1,8889,7,6815,2,901,1,-28,0,0,796,6456,0,0,0,0
GCA_000987375.1,17393,14,14332,0,0,3,-36,0,0,1273,0,0,0,0,0
GCA_000987375.1,1930,1,816,2,970,0,0,0,0,0,45,0,1,0,11
GCA_000987375.1,34647,15,12639,15,16068,1,-3,0,0,10318,16774,0,0,0,0
GCA_000987375.1,8617,2,1843,5,4651,0,0,1,-3,4,806,0,0,0,0
GCA_000987375.1,6975,4,2808,4,2507,0,0,0,0,568,4069,0,0,0,0
GCA_000987375.1,2638,0,0,1,2304,0,0,0,0,0,0,0,0,0,0
GCA_000987375.1,3346,1,341,1,1574,0,0,0,0,0,0,0,0,0,0
GCA_000987375.1,1442,0,0,1,1352,0,0,0,0,0,0,0,0,0,0
GCA_000987375.1,5788,1,611,6,4766,0,0,3,-24,0,38,0,0,0,0
GCA_000987375.1,6337,0,0,6,5632,0,0,2,-3,0,424,0,0,0,0
GCA_000987375.1,7148,6,4551,1,299,0,0,0,0,1500,0,0,1,0,77
GCA_000987375.1,21140,7,8498,9,8577,1,0,0,0,5542,11780,0,0,0,0
GCA_000987375.1,59304,27,22965,30,26964,2,-28,3,-43,20403,30866,0,0,0,0
GCA_000987375.1,4465,4,3845,0,0,1,-3,0,0,286,0,0,0,0,0
GCA_000987375.1,10295,4,3479,10,4116,0,0,1,-3,5074,3856,0,0,0,0
GCA_000987375.1,29843,12,9837,18,16077,3,-9,2,-6,19206,2869,0,0,0,0
GCA_000987375.1,7892,0,0,7,6959,0,0,2,-10,0,264,0,0,0,0
GCA_000987375.1,13387,10,6415,5,4399,1,-3,1,-7,2885,2436,0,0,0,0
GCA_000987375.1,7687,6,3867,4,1988,0,0,0,0,3168,2233,0,0,0,0
GCA_000987375.1,2893,0,0,2,2344,0,0,0,0,0,21,0,0,0,0
GCA_000987375.1,3524,0,0,2,3205,0,0,0,0,0,220,0,0,0,0
GCA_000987375.1,18911,6,3306,15,11966,0,0,2,-19,14981,4385,0,0,0,0
GCA_000987375.1,21276,6,3093,19,13745,0,0,0,0,4682,4664,0,0,0,0
GCA_000987375.1,20025,14,11626,4,3209,1,0,0,0,7474,6120,0,0,0,0
GCA_000987375.1,1706,0,0,1,1705,0,0,0,0,0,0,0,0,0,0
GCA_000987375.1,2040,0,0,3,684,0,0,1,-3,0,125,0,0,0,0
GCA_000987375.1,17505,11,9082,4,4301,1,-18,0,0,2170,12397,0,0,0,0
GCA_000987375.1,11720,11,7393,1,1112,1,-3,0,0,3944,0,0,0,0,0
GCA_000987375.1,5411,4,2648,2,1852,0,0,1,-3,240,-3,0,0,0,0
GCA_000987375.1,4115,0,0,4,3329,0,0,1,-45,0,306,0,0,0,0
GCA_000987375.1,1849,0,0,2,1533,0,0,0,0,0,181,0,0,0,0
GCA_000987375.1,28986,8,3128,15,21732,1,-61,1,-3,14380,6570,0,0,0,0
GCA_000987375.1,1000,1,904,0,0,0,0,0,0,0,0,0,0,0,0
GCA_000987375.1,7687,1,329,6,6502,0,0,3,-23,0,430,0,0,0,0
GCA_000987375.1,19241,0,0,11,18265,0,0,4,-91,0,812,0,0,0,0
GCA_000987375.1,1377,1,320,1,493,0,0,0,0,0,0,0,0,0,0
GCA_000987375.1,8564,8,5929,2,1111,0,0,0,0,2374,1250,0,0,0,0
GCA_000987375.1,1608,2,1551,0,0,0,0,0,0,56,0,0,0,0,0
GCA_000987375.1,8621,5,4846,2,2497,1,-33,0,0,3352,155,0,0,0,0
GCA_000987375.1,2085,1,260,4,1113,0,0,1,-3,0,971,0,0,0,0
GCA_000987375.1,11476,7,8012,2,2071,1,-3,0,0,2805,109,0,0,0,0
GCA_000987375.1,3110,1,413,3,2265,0,0,1,-16,0,35,0,0,0,0
GCA_000987375.1,6168,0,0,7,4997,0,0,0,0,0,828,0,0,0,0
GCA_000987375.1,2642,1,2153,0,0,0,0,0,0,0,0,0,0,0,0
GCA_000987375.1,11310,0,0,7,8069,0,0,0,0,0,2693,0,0,0,0
GCA_000987375.1,32238,26,16288,11,11593,6,-82,3,-35,14962,11678,0,0,0,0
GCA_000987375.1,7972,2,1555,7,5060,0,0,0,0,29,877,0,0,0,0
GCA_000987375.1,1315,0,0,2,1217,0,0,1,-7,0,-7,0,0,0,0
GCA_000987375.1,7000,5,4991,1,977,0,0,0,0,2007,0,0,0,0,0
GCA_000987375.1,38564,16,15842,16,16589,2,-10,2,-6,21988,9262,0,0,0,0
GCA_000987375.1,2358,2,1711,0,0,0,0,0,0,15,0,0,0,0,0
GCA_000987375.1,4656,3,3519,0,0,1,-48,0,0,120,0,0,0,0,0
GCA_000987375.1,29057,17,16036,14,7468,6,-19,1,-33,6188,13611,0,0,0,0
GCA_000987375.1,5946,5,4258,1,145,1,-13,0,0,1241,0,0,0,0,0
GCA_000987375.1,1097,1,1096,0,0,0,0,0,0,0,0,0,0,0,0
GCA_000987375.1,2095,0,0,1,1415,0,0,0,0,0,0,0,0,0,0
GCA_000987375.1,19834,1,245,16,17534,0,0,3,-73,0,2090,0,0,0,0
GCA_000987375.1,13420,10,7532,3,1245,1,-16,0,0,2750,8440,0,0,0,0
GCA_000987375.1,12385,4,1171,10,8720,0,0,2,-22,1592,3095,0,0,0,0
GCA_000987375.1,1992,1,1316,0,0,0,0,0,0,0,0,0,0,0,0
GCA_000987375.1,6527,6,5544,0,0,0,0,0,0,799,0,0,0,0,0
GCA_000987375.1,6224,4,5120,1,151,0,0,0,0,348,0,0,0,0,0
GCA_000987375.1,14970,8,8671,4,3500,1,-3,0,0,5266,3771,0,0,0,0
GCA_000987375.1,8216,3,2211,4,3131,0,0,0,0,323,811,0,0,0,0
GCA_000987375.1,12032,5,5986,4,4280,0,0,0,0,5710,382,0,0,0,0
GCA_000987375.1,26318,14,19072,4,3947,2,-33,0,0,3745,11205,0,0,0,0
GCA_000987375.1,24814,5,3505,17,17467,0,0,2,-6,2262,7046,0,0,0,0
GCA_000987375.1,14455,1,320,13,11683,0,0,1,-27,0,2771,0,0,0,0
GCA_000987375.1,3056,1,677,2,1696,0,0,1,-10,0,-10,0,0,0,0
GCA_000987375.1,1362,2,865,0,0,0,0,0,0,238,0,0,0,0,0
GCA_000987375.1,22149,12,9477,11,9028,3,-55,2,-49,9397,8798,0,0,0,0
GCA_000987375.1,2315,1,264,2,1405,0,0,0,0,0,73,0,0,0,0
GCA_000987375.1,18651,1,938,35,16709,0,0,8,-134,0,870,0,0,0,0
GCA_000987375.1,11378,7,8315,2,1608,1,-46,0,0,669,310,0,0,0,0
GCA_000987375.1,1187,3,700,0,0,0,0,0,0,486,0,0,0,0,0
GCA_000987375.1,11306,2,487,10,8363,0,0,0,0,5149,2605,0,0,0,0
GCA_000987375.1,2419,4,1840,0,0,0,0,0,0,515,0,0,0,0,0
GCA_000987375.1,47396,25,22535,16,17927,1,-9,2,-19,11940,28084,0,0,0,0
GCA_000987375.1,11518,12,9681,1,428,6,-26,0,0,754,0,0,1,0,146
GCA_000987375.1,6820,0,0,4,6209,0,0,0,0,0,198,0,0,0,0
GCA_000987375.1,3942,2,2158,1,938,0,0,0,0,166,0,0,0,0,0
GCA_000987375.1,3322,1,1934,0,0,0,0,0,0,0,0,0,0,0,0
GCA_000987375.1,12083,11,6313,2,3262,1,-13,0,0,1232,278,0,0,0,0
GCA_000987375.1,28147,19,17189,12,6543,2,-9,0,0,10926,10078,0,0,0,0
GCA_000987375.1,14661,5,3325,8,9106,1,-27,2,-57,409,1231,0,0,0,0
GCA_000987375.1,20213,7,3974,14,12726,3,-64,2,-37,10795,6788,0,0,0,0
GCA_000987375.1,11157,4,1187,6,8484,2,-16,2,-111,1047,1124,0,0,0,0
GCA_000987375.1,8858,7,5510,1,1388,2,-12,0,0,533,0,0,0,0,0
GCA_000987375.1,3566,6,3205,0,0,2,-55,0,0,47,0,0,0,0,0
GCA_000987375.1,48983,33,32976,3,9498,5,-15,0,0,15380,743,0,0,0,0
GCA_000987375.1,23746,6,7012,18,13734,2,-3,1,-3,1784,2595,0,0,0,0
GCA_000987375.1,2881,2,614,3,1635,0,0,0,0,106,148,0,0,0,0
GCA_000987375.1,5423,5,4261,0,0,1,-3,0,0,801,0,0,0,0,0
GCA_000987375.1,1184,1,1181,0,0,0,0,0,0,0,0,0,0,0,0
GCA_000987375.1,5813,6,4125,1,170,1,-3,0,0,655,0,0,0,0,0
GCA_000987375.1,1620,0,0,1,1492,0,0,0,0,0,0,0,0,0,0
GCA_000987375.1,11274,1,773,8,7723,0,0,0,0,0,748,0,0,0,0
GCA_000987375.1,12887,5,6010,7,4226,0,0,0,0,1457,1235,0,0,0,0
GCA_000987375.1,37747,8,7033,26,25688,0,0,2,-6,26130,11923,0,0,0,0
GCA_000987375.1,4294,6,1416,2,286,2,-59,0,0,1891,762,0,0,0,0
GCA_000987375.1,14732,12,13833,0,0,0,0,0,0,544,0,0,0,0,0
GCA_000987375.1,34513,3,2405,36,29664,0,0,16,-176,31011,3244,0,0,0,0
GCA_000987375.1,62437,13,14189,46,40183,0,0,7,-106,47531,17213,0,0,0,0
GCA_000987375.1,7867,0,0,7,6815,0,0,1,-3,0,629,0,0,0,0
GCA_000987375.1,14133,13,10379,1,254,4,-12,0,0,3023,0,0,0,0,0
GCA_000987375.1,3361,1,202,7,2465,0,0,1,-3,0,448,0,0,0,0
GCA_000987375.1,5642,1,344,5,3640,0,0,0,0,0,1358,0,0,0,0
GCA_000987375.1,26630,6,7593,20,15088,1,-3,5,-50,5102,11391,0,0,0,0
GCA_000987375.1,29832,8,10981,13,13892,2,-76,0,0,18423,5677,0,0,0,0
GCA_000987375.1,48285,25,19625,22,21217,2,-34,2,-3,14315,25035,0,0,0,0
GCA_000987375.1,2836,1,1250,1,230,0,0,0,0,0,0,0,0,0,0
GCA_000987375.1,11642,9,8445,2,1237,2,-35,0,0,1071,646,0,0,0,0
GCA_000987375.1,9975,0,0,7,9100,0,0,3,-25,0,792,0,0,0,0
GCA_000987375.1,34774,4,1550,28,29687,2,-6,4,-61,365,4713,0,0,0,0
GCA_000987375.1,25658,17,18144,4,3593,5,-19,0,0,6833,16293,0,0,0,0
GCA_000987375.1,25300,10,5335,18,16299,1,-3,2,-37,15622,4758,0,0,0,0
GCA_000987375.1,47394,20,18717,25,21785,2,-3,8,-130,28030,17402,0,0,0,0
GCA_000987375.1,2728,1,305,2,1216,0,0,0,0,0,913,0,0,0,0
GCA_000987375.1,4600,3,936,2,2094,1,-10,0,0,592,2298,0,0,0,0
GCA_000987375.1,6274,2,1945,3,2880,0,0,0,0,283,2581,0,0,0,0
GCA_000987375.1,2000,0,0,3,1918,0,0,0,0,0,81,0,0,0,0
GCA_000987375.1,8783,9,7579,0,0,3,-69,0,0,1011,0,0,0,0,0
GCA_000987375.1,12832,5,3172,10,7229,0,0,0,0,7372,3468,0,0,0,0
GCA_000987375.1,2027,3,1597,0,0,1,-33,0,0,231,0,0,0,0,0
GCA_000987375.1,7744,7,5985,1,62,0,0,0,0,1365,0,0,0,0,0
GCA_000987375.1,2014,2,1491,0,0,0,0,0,0,148,0,0,0,0,0
GCA_000987375.1,3882,2,475,2,1825,1,0,0,0,0,357,0,0,0,0
GCA_000987375.1,9304,2,3598,10,4672,0,0,3,-65,30,996,0,0,0,0
GCA_000987375.1,2934,3,1980,1,64,0,0,0,0,247,0,0,0,0,0
GCA_000987375.1,9902,0,0,11,7185,0,0,1,-3,0,2444,0,0,0,0
GCA_000987375.1,5533,7,2876,2,1033,1,-3,0,0,2092,395,0,0,0,0
GCA_000987375.1,1209,2,1204,0,0,1,-3,0,0,-3,0,0,0,0,0
GCA_000987375.1,8042,3,1320,4,4298,0,0,0,0,656,356,0,0,0,0
GCA_000987375.1,3826,3,3129,0,0,0,0,0,0,106,0,0,0,0,0
GCA_000987375.1,6017,2,1888,4,3467,1,-3,1,-28,-3,117,0,0,0,0
GCA_000987375.1,1505,0,0,2,1071,0,0,0,0,0,156,0,0,0,0
GCA_000987375.1,6222,0,0,6,6113,0,0,3,-21,0,108,0,0,0,0
GCA_000987375.1,2968,1,2489,0,0,0,0,0,0,0,0,0,0,0,0
GCA_000987375.1,6231,0,0,3,4626,0,0,0,0,0,480,0,0,0,0
GCA_000987375.1,1282,1,560,1,90,0,0,0,0,0,0,0,0,0,0
GCA_000987375.1,32111,9,10020,20,18127,1,-3,2,-19,16104,10082,0,0,0,0
GCA_000987375.1,33564,8,8845,17,19804,3,-37,3,-46,24332,6347,0,0,0,0
GCA_000987375.1,9206,7,4065,1,3470,0,0,0,0,588,0,0,0,0,0
GCA_000987375.1,1497,0,0,1,1496,0,0,0,0,0,0,0,0,0,0
GCA_000987375.1,14327,2,1429,16,10508,0,0,1,-10,12230,1526,0,0,0,0
GCA_000987375.1,9386,7,6836,1,719,3,-3,0,0,1190,0,0,0,0,0
GCA_000987375.1,18144,16,14099,1,1724,0,0,0,0,1383,0,0,0,0,0
GCA_000987375.1,2563,1,271,4,1340,0,0,0,0,0,456,0,1,0,131
GCA_000987375.1,1353,1,956,0,0,0,0,0,0,0,0,0,0,0,0
GCA_000987375.1,48436,16,17078,27,24765,3,-25,4,-73,29140,19288,0,0,0,0
GCA_000987375.1,2007,0,0,1,1261,0,0,0,0,0,0,0,0,0,0
GCA_000987375.1,2520,0,0,3,1255,0,0,1,-42,0,686,0,0,0,0
GCA_000987375.1,12452,7,9524,0,0,1,-7,0,0,1556,0,0,0,0,0
GCA_000987375.1,5008,1,1145,4,3041,0,0,0,0,0,340,0,0,0,0
GCA_000987375.1,21470,9,6840,9,11805,2,-52,3,-31,14321,4401,0,0,0,0
GCA_000987375.1,6070,5,1444,4,3797,0,0,0,0,273,161,0,0,0,0
GCA_000987375.1,1978,5,1615,0,0,2,-20,0,0,166,0,0,0,0,0
GCA_000987375.1,14789,3,2175,13,9905,0,0,2,-6,5102,4359,0,0,0,0
GCA_000987375.1,53301,44,40424,10,8096,6,-74,0,0,11596,14069,0,0,0,0
GCA_000987375.1,9347,1,197,7,7499,0,0,1,-3,0,1574,0,1,0,11
GCA_000987375.1,13005,11,8754,2,1372,2,-6,0,0,1637,385,0,0,0,0
GCA_000987375.1,23630,15,14169,8,6688,2,-9,0,0,1390,16163,0,0,0,0
GCA_000987375.1,28295,7,5324,22,18434,1,-3,5,-16,18423,7409,0,0,0,0
GCA_000987375.1,27541,8,5539,18,16894,0,0,0,0,19682,10231,0,0,0,0
GCA_000987375.1,6082,1,131,6,3889,0,0,0,0,0,1022,0,0,0,0
GCA_000987375.1,6007,6,4152,0,0,0,0,0,0,989,0,0,0,0,0
GCA_000987375.1,7543,6,3914,2,2119,1,-10,0,0,3252,5214,0,0,0,0
GCA_000987375.1,1282,0,0,1,887,0,0,0,0,0,0,0,0,0,0
GCA_000987375.1,32189,14,14074,17,14798,2,-25,3,-23,15415,13080,0,0,0,0
GCA_000987375.1,19407,21,16935,2,739,6,-61,0,0,1837,16882,0,0,0,0
GCA_000987375.1,6592,2,3376,3,2196,0,0,1,-3,65,18,0,0,0,0
GCA_000987375.1,19157,5,6700,8,9529,0,0,0,0,12028,6833,0,0,0,0
GCA_000987375.1,10518,3,1653,7,6983,1,-21,1,-43,236,3103,0,0,0,0
GCA_000987375.1,4697,3,1656,2,2095,0,0,0,0,214,16,0,0,0,0
GCA_000987375.1,9828,5,3703,3,4443,1,-3,1,-7,5139,-2,0,0,0,0
GCA_000987375.1,19193,12,10464,4,5240,1,-16,0,0,8456,1301,0,0,0,0
GCA_000987375.1,4785,3,2100,4,1515,1,-3,0,0,695,3269,0,0,0,0
GCA_000987375.1,19746,18,13842,7,3533,7,-34,2,-28,1884,3141,0,0,0,0
GCA_000987375.1,9179,8,8446,0,0,2,-24,0,0,350,0,0,0,0,0
GCA_000987375.1,1416,4,1172,0,0,1,0,0,0,78,0,0,0,0,0
GCA_000987375.1,1411,3,1070,0,0,0,0,0,0,340,0,0,0,0,0
GCA_000987375.1,9064,2,1333,8,5985,0,0,2,-22,167,1154,0,0,0,0
GCA_000987375.1,17248,12,9807,7,5546,0,0,1,-43,6926,1663,0,0,0,0
GCA_000987375.1,5507,7,3764,0,0,0,0,0,0,1543,0,0,0,0,0
GCA_000987375.1,6077,3,5821,0,0,2,-6,0,0,-6,0,0,0,0,0
GCA_000987375.1,3418,0,0,2,2233,0,0,0,0,0,17,0,0,0,0
GCA_000987375.1,30190,17,10947,17,14689,2,-31,1,-55,19242,13593,0,1,0,36
GCA_000987375.1,4057,1,316,2,3604,0,0,0,0,0,20,0,1,0,81
GCA_000987375.1,17865,15,8900,6,5019,2,-16,0,0,8607,3060,0,0,0,0
GCA_000987375.1,11945,6,4755,10,4975,0,0,2,-31,6804,4819,0,0,0,0
GCA_000987375.1,1098,1,1010,0,0,0,0,0,0,0,0,0,0,0,0
GCA_000987375.1,10252,6,3975,4,3131,0,0,0,0,5183,402,0,0,0,0
GCA_001567345.1,1197,1,1196,0,0,0,0,0,0,0,0,0,0,0,0
GCA_001567345.1,51589,27,21194,30,21981,2,-22,2,-60,25375,29220,0,0,0,0
GCA_001567345.1,1101,2,333,1,287,0,0,0,0,767,0,0,0,0,0
GCA_001567345.1,1479,2,1491,0,0,1,-13,0,0,-13,0,0,0,0,0
GCA_001567345.1,10045,2,1205,12,6935,0,0,1,-3,2834,2507,0,0,0,0
GCA_001567345.1,1451,2,1463,0,0,1,-13,0,0,-13,0,0,0,0,0
GCA_001567345.1,2599,4,2173,0,0,0,0,0,0,425,0,0,0,0,0
GCA_001567345.1,2756,1,2741,0,0,0,0,0,0,0,0,0,0,0,0
GCA_001567345.1,44651,13,7679,31,27327,0,0,2,-6,35815,15923,0,0,0,0
GCA_001567345.1,4021,0,0,5,2666,0,0,0,0,0,1353,0,0,0,0
GCA_001567345.1,4345,5,2439,1,1004,1,-3,0,0,328,0,0,0,0,0
GCA_001567345.1,5635,3,1443,3,3315,0,0,0,0,416,1248,0,1,0,142
GCA_001567345.1,6764,1,91,6,5733,0,0,1,-22,0,207,0,0,0,0
GCA_001567345.1,346096,175,160656,139,125159,15,-131,20,-265,185064,209391,0,0,0,0
GCA_001567345.1,8543,6,2427,2,3558,2,-10,0,0,1427,562,0,0,0,0
GCA_001567345.1,2010,4,1656,0,0,1,-3,0,0,111,0,0,0,0,0
GCA_001567345.1,8618,2,1347,5,4471,0,0,0,0,490,757,0,0,0,0
GCA_001567345.1,9975,8,6007,4,1409,0,0,0,0,1439,8565,0,0,0,0
GCA_001567345.1,10086,7,2835,4,3980,0,0,0,0,7250,4221,0,0,0,0
GCA_001567345.1,79140,23,19253,44,41243,0,0,5,-46,55079,37896,0,0,0,0
GCA_001567345.1,14306,4,1532,10,9023,0,0,2,-45,1869,1518,0,0,0,0
GCA_001567345.1,55954,35,36024,13,11597,8,-71,1,-3,18914,22859,0,0,0,0
GCA_001567345.1,20761,10,7547,9,9951,0,0,1,-40,4017,10809,0,0,0,0
